Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day,Date_Week_Later,Query_Date,Query_Date_Week_Later
20210505MICRC,https://www.fox17online.com/news/local-news/kent/police-investigating-shooting-near-kentwood-high-school https://www.woodtv.com/news/kent-county/deputies-investigate-shooting-on-s-division-outside-of-grand-rapids/,3,Local,3,2021-05-05,Spring,Crossroads Alternative High,Cutlerville,MI,High,Front of School,Outside on School Property,Yes,Afternoon Classes,14:00:00,"Man on scooter fired at another man on the sidewalk, then accidentally shot himself and collapsed in front of the school","An adult male on scooter fired at another man on the sidewalk, then accidentally shot himself and collapsed in front of the school. Both men were transported to the hospital. The school were the shooting occurred and an elementary school next door were both in session at the time of the shooting. ",Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,,No,,No,2021,5,5,2021-05-12,2021-05-05T00:00:00Z,2021-05-12T00:00:00Z
20210502ILCHC,https://chicago.cbslocal.com/2021/05/03/near-west-side-shooting-2/,2,Local,3,2021-05-02,Spring,Chicago Bulls College Prep High School,Chicago,IL,High,Front of School,Outside on School Property,No,Night,23:10:00,5 people shot during drive-by shooting in front of the school,Three people inside an SUV fired shots at a crowd standing in front of the high school. 3 adult women and 2 adult men were shot. The shooters fled the scene. No students or staff were at the school.,Drive-by Shooting,Both,Yes,,No,No,No,No,,No,,No,2021,5,2,2021-05-09,2021-05-02T00:00:00Z,2021-05-09T00:00:00Z
20210501MNBES,https://www.startribune.com/police-say-7-people-were-injured-overnight-in-3-separate-st-paul-shootings/600052798/?refresh=true https://apnews.com/article/st-paul-shootings-d8fd608a0b03d25db7e741f469555684 https://www.kare11.com/article/news/local/three-separate-overnight-shootings-injure-7-in-st-paul/89-c7a084e5-5ad0-4050-a5d6-612f19a8fb8d,3,Local,4,2021-05-01,Spring,Benjamin E Mays School,St. Paul,MN,Elementary,Front of School,Outside on School Property,No,Night,23:34:00,Shots fired by 5 different armed men involved in a fight struck the school building,Three armed men began firing at two men in a vehicle who were also armed. All five fired shots. Dozens of shots were fired striking 6 different vehicles and the school building. The shooting took place 2 blocks from the school. No students or staff were inside the building at the time of the shooting. ,,Victims Targeted,Yes,No,No,,No,No,,No,50,No,2021,5,1,2021-05-08,2021-05-01T00:00:00Z,2021-05-08T00:00:00Z
20210430INMAI,https://www.wthr.com/article/news/crime/impd-investigating-shooting-near-school-on-northeast-side/531-4d099fdd-938a-4010-86a3-d3d9184dae48 https://www.msn.com/en-us/news/us/impd-investigating-shooting-near-school-on-northeast-side/ar-BB1ge4Oa,10,Regional,4,2021-04-30,Spring,Mary Castle Elementary School,Indianapolis,IN,Elementary,Parking Lot,Off School Property,Yes,Afternoon Classes,13:00:00,Parent shot during domestic incident in school parking lot while class was in session,"An adult female parent was shot during a domestic incident in the parking lot of the school. The school campus was locked down and the shooter did not enter the school building. Initial report to police of a student abducted by the shooter, that report was determined to be incorrect after students were accounted for. 950 students were on campus at the time of the shooting. Shooter fled the area. Victim was transported in critical condition. After searching the campus, parents were notified to pickup children and school was dismissed.",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,,No,2021,4,30,2021-05-07,2021-04-30T00:00:00Z,2021-05-07T00:00:00Z
20210429NYURB,https://pix11.com/news/local-news/brooklyn/teens-arrested-in-shooting-death-of-17-year-old-outside-brooklyn-school/ https://www.nydailynews.com/new-york/nyc-crime/ny-nyc-charter-school-murder-teen-family-speaks-20210521-lenaidbv3rgfzlzme4yerzegwi-story.html https://www.nydailynews.com/new-york/nyc-crime/ny-shooting-brooklyn-charter-school-20210429-c6gicn5epfdstkxh4lm7y3esiu-story.html https://nypost.com/2021/04/29/shooting-in-front-of-brooklyn-school-for-troubled-teens/ https://nypost.com/2021/04/30/17-year-old-boy-fatally-shot-outside-nyc-charter-school/,10,Regional,4,2021-04-29,Spring,Urban Dove Charter School,Brooklyn,NY,High,Front of School,Outside on School Property,Yes,Dismissal,14:45:00,Teen fatally shot on front steps leaving the school building,,,Victims Targeted,Yes,No,No,No,No,No,,No,10,No,2021,4,29,2021-05-06,2021-04-29T00:00:00Z,2021-05-06T00:00:00Z
20210429CAVIV,https://www.sbsun.com/2021/04/30/17-year-old-accused-of-attempted-murder-after-shooting-at-a-victorville-high-school/ https://www.foxla.com/news/17-year-old-arrested-following-shooting-near-high-school-in-victorville https://www.vvdailypress.com/story/news/2021/04/29/victor-valley-high-school-locked-down-after-student-shot-nearby/7401969002/,5,Regional,4,2021-04-29,Spring,Victor Valley High School,Victorville,CA,High,Parking Lot,Outside on School Property,Yes,Lunch,12:07:00,Teen fired into crowd during fight in school parking lot during lunch,"Police were called for shots fired in the school parking lot during a large fight between multiple teens. The fight took place in both the school parking lot and the street in front of the school. A 17-year-old male non-student fired three shots into the crowd during the fight, striking an 18-year-old student in the foot. The shooter fled the scene and was arrested in a nearby residence. The school was locked down.",Escalation of Dispute,Random Shooting,No,No,No,No,No,No,No,No,3,No,2021,4,29,2021-05-06,2021-04-29T00:00:00Z,2021-05-06T00:00:00Z
20210427TNLAM,https://www.wmcactionnews5.com/2021/04/27/police-investigating-shots-fired-memphis-day-care-facility/ https://www.wkrn.com/news/tennessee-news/police-mother-fired-shot-into-memphis-daycare-after-argument-over-payments/,2,Local,4,2021-04-27,Spring,La Petite Academy,Memphis,TN,Other,Front of School,Outside on School Property,Yes,Dismissal,16:00:00,"Following a dispute with staff about attendance, a parent fired a shot at the front door of the school","An adult female parent had a dispute with a staff member about the attendance requirements to maintain enrollment at the school (a private pre-K to elementary ""pre-STEM"" program). Following the dispute, the woman exited the building and locked the door. The woman walked to her car, got a handgun, tapped on the glass with the barrel of the gun, and then fired a single shot breaking the glass. She then fled the scene and was later arrested.  ",Escalation of Dispute,Random Shooting,No,No,No,No,No,No,No,No,1,No,2021,4,27,2021-05-04,2021-04-27T00:00:00Z,2021-05-04T00:00:00Z
20210427DESMS,https://www.nbcphiladelphia.com/news/local/woman-shot-outside-smyrna-middle-school/2793670/ https://6abc.com/police-suspect-in-shooting-outside-delaware-school-involved-in-2nd-homicide/10556241/ https://www.wdel.com/smyrna-school-shooting/image_82583ad6-a76b-11eb-828d-9b489026d544.html https://whyy.org/articles/woman-shot-at-smyrna-middle-school-in-delaware/ https://www.delawareonline.com/story/news/crime/2021/04/28/smyrna-middle-school-shooting-police-release-new-information/4871123001/,10,Regional,4,2021-04-27,Spring,Smyrna Middle School,Smyrna,DE,Middle,Parking Lot,Outside on School Property,Yes,Morning Classes,22:25:00,Husband shot wife in school parking lot while she was waiting to pick-up child from medical appointment,,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,,No,2021,4,27,2021-05-04,2021-04-27T00:00:00Z,2021-05-04T00:00:00Z
20210426MNPLP,https://kstp.com/news/plymouth-middle-school-on-lockdown-students-safe-after-serious-incident-under-investigation/6086786/ https://abcnews.go.com/US/shots-fired-inside-minnesota-middle-school-hurt-police/story?id=77321095 https://kstp.com/news/father-of-student-who-fired-gun-inside-plymouth-middle-school-offers-apologies/6087489/ https://www.startribune.com/plymouth-6th-grader-fires-gun-in-school-dad-says-boy-took-gun-from-home/600050309/?refresh=true,50,National,4,2021-04-26,Spring,Plymouth Middle School,Plymouth,MN,Middle,Hallway,Inside School Building,Yes,Morning Classes,08:44:00,Student fired multiple shots in the school hallway attempting suicide by cop,"A 12-year-old student fired multiple shots into the ceiling the hallway of the school near a bathroom while morning classes were in session. Other students witnessed the shooting but were not injured. The SRO responded and the student surrendered without force. School was locked down and students were dismissed to parents. The shooter's father said the gun had been taken from his bedroom without permission. Father said that his son was attempting ""suicide by cop"" and this was a cry for help. Father said: ""It's the first year of middle school. He didn't keep in contact with friends from elementary school. The COVID. These kids are getting depressed. They have no friends. They don't know what to do. They're sitting on their computers. It's starting to fry their brains.""",Suicide/Attempted,Random Shooting,No,No,No,No,,No,No,,,No,2021,4,26,2021-05-03,2021-04-26T00:00:00Z,2021-05-03T00:00:00Z
20210420TXHAH,https://www.fox44news.com/news/local-news/update-three-arrested-in-harker-heights-high-school-parking-lot-shooting/#/questions/3264283 https://www.fox44news.com/news/local-news/man-dies-in-harker-heights-high-school-parking-lot-shooting/#/questions/3264283,10,Local,4,2021-04-20,Spring,Harker Heights High School,Harker Heights,TX,High,Parking Lot,Outside on School Property,No,Night,23:09:00,Teen shot and killed in school parking lot,Police received 6 different 9-1-1 calls for shots fired in the school parking lot. Police found a 19YOM victim who had fled to a nearby wooded area. He had been shot multiple times and died at the hospital. Three other teens fled the area and were later arrested. One was charged with discharging a firearm and the other two with aggravated robbery. ,Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,,No,2021,4,20,2021-04-27,2021-04-20T00:00:00Z,2021-04-27T00:00:00Z
20210418OHWED,https://www.whio.com/news/local/2-people-shot-n-upland-avenue/ZVXVPN6BXJAHFEWPOVTP4QBAFQ/ https://dayton247now.com/news/local/shooting-reported-on-upland-ave,2,Local,3,2021-04-18,Spring,Westwood Elementary School,Dayton,OH,Elementary,Playground,Outside on School Property,No,Not a School Day,16:15:00,Two teens found shot inside a vehicle near the school playground,Two teens were found shot inside a vehicle near the school playground. One teen died at the hospital. Police found shell casings behind the elementary school and near the playground. Shooter fled the scene. No students or staff involved. ,,Victims Targeted,,No,No,No,No,No,,No,,No,2021,4,18,2021-04-25,2021-04-18T00:00:00Z,2021-04-25T00:00:00Z
20210413TNMAC,https://www.wsmv.com/news/maury_county/woman-arrested-after-pulling-gun-on-maury-county-school-bus/article_e2233d3e-9e20-11eb-8dfe-0b2859ab07ec.html https://www.wsmv.com/news/maury_county/woman-arrested-after-pulling-gun-on-maury-county-school-bus/article_e2233d3e-9e20-11eb-8dfe-0b2859ab07ec.html,2,Local,3,2021-04-13,Spring,Maury County Public Schools Bus No. 50,Columbia,TN,,School Bus,School Bus,Yes,Dismissal,16:00:00,Woman was upset school bus was late and pulled gun during argument with bus driver,9 students and 2 staff members (bus driver and driver trainee) were on a school bus when a 32-year-old woman got onto the bus. She was upset about the bus being late and pulled a semi-automatic handgun. She did not fire the weapon and left the scene. School bus driver notified police to report the incident. No students or staff were injured. Woman was arrested. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,0,No,2021,4,13,2021-04-20,2021-04-13T00:00:00Z,2021-04-20T00:00:00Z
20210412TNAUK,https://www.wate.com/news/questions-arise-after-anthony-thompson-jr-seen-roaming-campus-prior-to-austin-east-shooting-school-launches-internal-investigation/ https://www.wsmv.com/news/tennessee/district-attorney-said-officer-acted-in-self-defense-in-knoxville-school-shooting/article_529696d8-a2e5-11eb-a307-4ff879e838b0.html https://kcby.com/news/nation-world/officer-hurt-in-tennessee-school-shooting-wasnt-shot-by-students-gun https://www.knoxnews.com/story/news/crime/2021/04/14/anthony-j-thompson-jr-austin-east-magnet-school-shooting-shooting/7199330002/ https://www.knoxnews.com/story/news/crime/2021/04/13/knoxville-austin-east-high-school-shooting-what-we-know/7197954002/ https://www.voanews.com/usa/one-dead-officer-wounded-tennessee-school-shooting https://www.cnn.com/2021/04/12/us/knoxville-school-shooting/index.html,100,International,4,2021-04-12,Spring,Austin-East Magnet High School,Knoxville,TN,High,Bathroom,Inside School Building,Yes,Afternoon Classes,15:15:00,Shots fired during struggle with police in school bathroom by armed student,,,Victims Targeted,No,No,Yes,No,No,Yes,No,No,1,Yes,2021,4,12,2021-04-19,2021-04-12T00:00:00Z,2021-04-19T00:00:00Z
20210412CASAS,https://www.nbcsandiego.com/news/local/woman-with-manhunt-suspect-during-hideout-on-san-diego-high-school-campus-arrested/2578138/ https://www.sandiegouniontribune.com/news/public-safety/story/2021-04-12/shots-reportedly-fired-in-ocean-beach-and-downtown-san-diego-during-police-chase-swat-standoff-underway https://www.kpbs.org/news/2021/apr/13/suspect-wanted-for-2-shootings-hiding-on-san/ https://www.10news.com/news/local-news/swat-team-responds-to-san-diego-high-school-following-pursuit https://www.nbcsandiego.com/news/local/pursuit-suspects-who-fired-at-officers-hiding-out-on-san-diego-hs-campus-sdpd/2574923/,10,Regional,4,2021-04-12,Spring,San Diego High School,San Diego,CA,High,Football Field/Track,Outside on School Property,No,Evening,20:45:00,Hostage standoff inside dumpster near the football field,"A 36-year-old male was wanted by police for 3 different shootings in the prior month involving officers and a private bail bondsman. Police attempted a traffic stop and the suspect fled. During the pursuit, the suspect fired shots at officers. At the end of the pursuit, the suspect drove through a gate onto the football field of San Diego High School and fled on foot with a 32-year-old female (his girlfriend) into a large garbage dumpster on the campus. There was an 11-hour standoff and negotiation with police. During the standoff, the woman tried to get out of the dumpster and the man pulled her back inside. When the suspect made a verbal threat and pushed the female who police believed was a hostage, SWAT officers fired and killed him. After the incident, police charged the 33-year-old woman (Janeth Iriarte) with vehicle theft and accessory to a crime after the fact. Three school campuses including San Diego High School, East Village Middle College High School, and Garfield High School were all switched to remote learning due to the incident. ",Hostage/Standoff,Random Shooting,Yes,Yes,Yes,No,No,No,No,No,,Yes,2021,4,12,2021-04-19,2021-04-12T00:00:00Z,2021-04-19T00:00:00Z
